,id,name,start_date_local,type,distance,moving_time,elapsed_time,total_elevation_gain,end_latlng,external_id
133,10277845151,Evening Ride,2023-11-25T20:41:48Z,Ride,8943.0,1453,1782,48.8,"[-35.27786194346845, 149.12930469028652]",garmin_ping_306566494236
134,10276442950,Lunch Ride,2023-11-25T12:12:44Z,Ride,23121.6,3388,3634,174.4,"[-35.25270567275584, 149.07058141194284]",garmin_ping_306513199853
135,10276131280,Morning Run,2023-11-25T10:17:44Z,Run,8101.2,3301,3419,53.9,"[-35.15736060217023, 149.1141349542886]",garmin_ping_306501266846
136,10274061793,Night Ride,2023-11-25T01:39:17Z,Ride,16717.4,3335,3500,142.1,"[-35.156075572595, 149.1166271455586]",garmin_ping_306440785433
137,10271335226,Morning Ride,2023-11-24T09:35:35Z,Ride,17132.4,2747,3025,67.7,"[-35.27516012080014, 149.1192118730396]",garmin_ping_306337436254
138,10255324843,Evening Run,2023-11-21T18:41:53Z,Run,6460.3,2702,2708,51.0,"[-35.156281096860766, 149.11606664769351]",garmin_ping_305896934407
139,10253546409,Morning Ride,2023-11-21T07:37:11Z,Ride,15030.5,2451,3926,168.8,"[-35.27502726763487, 149.11908723413944]",garmin_ping_305826954920
140,10248743741,Morning Ride,2023-11-20T09:20:41Z,Ride,30768.0,3882,4316,156.4,"[-35.27759162709117, 149.12152133882046]",garmin_ping_305668660580
141,10243217995,Afternoon Ride,2023-11-19T16:41:56Z,Ride,9558.6,1359,1455,65.6,"[-35.278088841587305, 149.12922447547317]",garmin_ping_305533916410
142,10242823325,Lunch Ride,2023-11-19T12:01:02Z,Ride,17923.4,3065,4259,145.3,"[-35.258609130978584, 149.0780468378216]",garmin_ping_305516204263
143,10242299028,Morning Ride,2023-11-19T08:15:09Z,Ride,36103.3,5275,7264,355.0,"[-35.15568774193525, 149.11620360799134]",garmin_ping_305497105620
144,10236802278,Morning Ride,2023-11-18T10:19:03Z,Ride,31361.6,4973,5413,251.2,"[-35.15591740608215, 149.11669688299298]",garmin_ping_305342390494
145,10231467949,Morning Ride,2023-11-17T10:00:51Z,Ride,17139.9,2608,2817,65.1,"[-35.27512692846358, 149.11918949335814]",garmin_ping_305173627753
146,10227399204,Evening Run,2023-11-16T19:32:26Z,Run,4481.0,1998,1999,49.7,"[-35.154902609065175, 149.11634216085076]",garmin_ping_305067867211
147,10197046983,Morning Ride,2023-11-11T09:54:33Z,Ride,69385.2,11617,19616,512.7,"[-35.27506683021784, 149.11932243034244]",garmin_ping_304188812302
148,10192552180,Afternoon Ride,2023-11-10T17:59:09Z,Ride,27535.6,4837,5723,224.6,"[-35.155938947573304, 149.11668439395726]",garmin_ping_304055333501
149,10179348131,Morning Ride,2023-11-08T08:57:39Z,Ride,8129.2,1253,1253,36.9,"[-35.27511251159012, 149.119241964072]",garmin_ping_303656424403
150,10174519775,Afternoon Ride,2023-11-07T17:13:02Z,Ride,7811.3,1482,1482,125.9,"[-35.25856554508209, 149.07804599963129]",garmin_ping_303537702920
151,10173201739,Morning Ride,2023-11-07T08:52:24Z,Ride,8147.6,1182,1182,37.1,"[-35.27514805085957, 149.11922997795045]",garmin_ping_303485930523
152,10162170182,Afternoon Ride,2023-11-05T14:06:52Z,Ride,28593.2,4489,6490,231.6,"[-35.25852497667074, 149.07801607623696]",garmin_ping_303168538278
153,10156142653,Morning Run,2023-11-04T10:28:10Z,Run,23699.9,10351,11022,227.4,"[-35.259065525606275, 149.0771215595305]",garmin_ping_302992646803
154,10151412057,Afternoon Ride,2023-11-03T16:27:20Z,Ride,22520.7,3499,4999,94.5,"[-35.27508107945323, 149.11961076781154]",garmin_ping_302855608355
155,10150361794,Morning Ride,2023-11-03T09:15:52Z,Ride,13059.2,2175,2775,41.6,"[-35.275120474398136, 149.1191286407411]",garmin_ping_302807549153
156,10146353977,Afternoon Ride,2023-11-02T17:38:30Z,Ride,31801.5,5287,5436,215.5,"[-35.253376476466656, 149.07128306105733]",garmin_ping_302702148472
157,10145798005,Afternoon Ride,2023-11-02T14:28:58Z,Ride,6803.6,883,883,33.3,"[-35.2755022700876, 149.11970732733607]",garmin_ping_302671166351
158,10138878586,Morning Run,2023-11-01T07:30:31Z,Run,12038.3,4771,5008,66.7,"[-35.25191123597324, 149.07272131182253]",garmin_ping_302471009982
159,10134911017,Evening Ride,2023-10-31T19:18:04Z,Ride,20101.2,3451,4725,161.9,"[-35.25857426226139, 149.07803216949105]",garmin_ping_302374053875
160,10134908857,Afternoon Ride,2023-10-31T17:14:58Z,Ride,18854.4,3103,3635,161.5,"[-35.15838084742427, 149.10106689669192]",garmin_ping_302373997190
161,10132729378,Morning Ride,2023-10-31T07:54:58Z,Ride,7787.1,1137,1137,44.5,"[-35.27511963620782, 149.1192824486643]",garmin_ping_302278714736
162,10128828689,Afternoon Ride,2023-10-30T17:08:15Z,Ride,12922.3,2536,2662,244.4,"[-35.25846621952951, 149.0779377054423]",garmin_ping_302160137109
163,10121779319,Morning Run,2023-10-29T10:12:56Z,Run,6266.8,2690,2715,80.4,"[-35.256363451480865, 149.07797181978822]",garmin_ping_301934599923
164,10116387168,Lunch Ride,2023-10-28T11:04:36Z,Ride,75786.5,12361,16780,674.5,"[-35.258559761568904, 149.078079611063]",garmin_ping_301789735358
165,10106264314,Evening Ride,2023-10-26T18:05:56Z,Ride,8107.1,1411,1411,116.8,"[-35.25858398526907, 149.07806469127536]",garmin_ping_301484878498
166,10106133130,Afternoon Ride,2023-10-26T17:18:02Z,Ride,8778.1,1451,1645,25.2,"[-35.27517445385456, 149.1193464025855]",garmin_ping_301479649176
167,10105649408,Afternoon Ride,2023-10-26T13:41:18Z,Ride,8126.1,1250,1250,34.3,"[-35.275061801075935, 149.11923240870237]",garmin_ping_301453052480
168,10100529939,Evening Ride,2023-10-25T18:17:47Z,Ride,8901.1,1949,2106,128.2,"[-35.258478205651045, 149.077979195863]",garmin_ping_301313362174
169,10099255933,Morning Ride,2023-10-25T10:26:04Z,Ride,8143.7,1201,1201,35.4,"[-35.275050569325686, 149.11905848421156]",garmin_ping_301251233692
170,10098785275,Morning Run,2023-10-25T08:14:59Z,Run,5696.8,2628,2709,130.1,"[-35.257538510486484, 149.0784828644246]",garmin_ping_301238534825
171,10094655463,Evening Ride,2023-10-24T18:47:24Z,Ride,30119.1,4781,4947,223.2,"[-35.2584632858634, 149.0780447423458]",garmin_ping_301142846484
172,10092488864,Morning Ride,2023-10-24T06:56:30Z,Ride,24922.2,4392,4513,132.2,"[-35.27513489127159, 149.1193432174623]",garmin_ping_301066158005
173,10087040927,Morning Run,2023-10-23T06:53:45Z,Run,5689.1,2449,2708,40.5,"[-35.25271765887737, 149.06981388106942]",garmin_ping_300894500967
174,10082872252,Evening Ride,2023-10-22T20:22:13Z,Ride,7731.1,2515,2651,127.8,"[-35.2584976516664, 149.0779982227832]",garmin_ping_300807745740
175,10081539298,Afternoon Ride,2023-10-22T14:15:43Z,Ride,31111.0,6395,6989,669.9,"[-35.27516724541783, 149.11928337067366]",garmin_ping_300770754237
176,10072042096,Night Ride,2023-10-20T22:44:23Z,Ride,8211.5,2047,2047,128.1,"[-35.25846630334854, 149.07790853641927]",garmin_ping_300498005775
